audio_id,arousal,valence
husky_train_00118,Medium,Negative
husky_train_00119,Medium,Neutral
husky_train_00120,Medium,Positive
husky_train_00121,High,Positive
husky_train_00122,Medium,Positive
husky_train_00123,High,Positive
husky_train_00124,Low,Negative
husky_train_00125,Medium,Negative
husky_train_00126,Medium,Neutral
husky_train_00127,High,Positive
husky_train_00128,High,Positive
husky_train_00129,Medium,Neutral
husky_train_00130,Low,Neutral
husky_train_00131,Low,Positive
husky_train_00132,Low,Neutral
husky_train_00133,Medium,Positive
husky_train_00134,Medium,Positive
husky_train_00135,Low,Negative
husky_train_00136,Medium,Neutral
husky_train_00137,Medium,Positive
husky_train_00138,High,Negative
husky_train_00139,Medium,Neutral
husky_train_00140,High,Positive
husky_train_00141,Low,Neutral
husky_train_00142,High,Positive
husky_train_00143,Medium,Positive
husky_train_00144,Low,Neutral
husky_train_00145,High,Positive
husky_train_00146,High,Positive
husky_train_00147,High,Positive
husky_train_00148,Medium,Neutral
husky_train_00149,Medium,Positive
husky_train_00150,High,Positive
husky_train_00151,Low,Negative
husky_train_00152,Low,Negative
husky_train_00153,Medium,Neutral
husky_train_00154,Medium,Negative
husky_train_00155,Low,Neutral
husky_train_00156,High,Positive
husky_train_00157,Low,Neutral
husky_train_00158,High,Positive
husky_train_00159,High,Positive
husky_train_00160,High,Positive
husky_train_00161,Medium,Positive
husky_train_00162,Low,Neutral
husky_train_00163,Medium,Positive
husky_train_00164,Low,Positive
husky_train_00165,Medium,Positive
husky_train_00166,Low,Negative
husky_train_00167,High,Positive
husky_train_00168,Low,Neutral
husky_train_00169,Low,Negative
husky_train_00170,Medium,Negative
husky_train_00171,Medium,Negative
husky_train_00172,Medium,Neutral
husky_train_00173,Medium,Neutral
husky_train_00174,High,Positive
husky_train_00175,Low,Neutral
husky_train_00176,Medium,Neutral
husky_train_00177,Medium,Positive
husky_train_00178,Medium,Neutral
husky_train_00179,Medium,Neutral
husky_train_00180,Low,Positive
husky_train_00181,Medium,Positive
husky_train_00182,Medium,Neutral
husky_train_00183,High,Neutral
husky_train_00184,Medium,Neutral
husky_train_00185,High,Positive
husky_train_00186,Medium,Negative
husky_train_00187,Low,Neutral
husky_train_00188,Medium,Positive
husky_train_00189,High,Negative
husky_train_00190,High,Positive
husky_train_00191,Low,Positive
husky_train_00192,Medium,Positive
husky_train_00193,Low,Neutral
husky_train_00194,Medium,Positive
husky_train_00195,Medium,Positive
husky_train_00196,Medium,Positive
husky_train_00197,Low,Neutral
husky_train_00198,High,Positive
husky_train_00199,High,Positive
husky_train_00200,Medium,Neutral
husky_train_00201,Low,Positive
husky_train_00202,Medium,Negative
husky_train_00203,Low,Positive
husky_train_00204,Low,Positive
husky_train_00205,Medium,Positive
husky_train_00206,Medium,Neutral
husky_train_00207,Medium,Neutral
husky_train_00208,Medium,Neutral
husky_train_00209,High,Positive
husky_train_00210,Medium,Neutral
husky_train_00211,High,Positive
husky_train_00212,Low,Positive
husky_train_00213,Low,Neutral
husky_train_00214,High,Positive
husky_train_00215,Low,Positive
husky_train_00216,Low,Positive
husky_train_00217,Low,Neutral
husky_train_00218,High,Positive
husky_train_00219,Medium,Positive
husky_train_00220,Low,Negative
husky_train_00221,Medium,Neutral
husky_train_00222,High,Positive
husky_train_00223,Low,Positive
husky_train_00224,Medium,Negative
husky_train_00225,Medium,Negative
husky_train_00226,Medium,Positive
husky_train_00227,High,Positive
husky_train_00228,Medium,Positive
husky_train_00229,Medium,Negative
husky_train_00230,Medium,Negative
husky_train_00231,Medium,Positive
husky_train_00232,High,Positive
husky_train_00233,Medium,Positive
husky_train_00234,High,Positive
husky_train_00235,High,Neutral
husky_train_00236,Medium,Neutral
husky_train_00237,High,Positive
husky_train_00238,Medium,Positive
husky_train_00239,Low,Neutral
husky_train_00240,Medium,Positive
husky_train_00241,Medium,Positive
husky_train_00242,Medium,Positive
husky_train_00243,High,Positive
husky_train_00244,Low,Neutral
husky_train_00245,Low,Neutral
husky_train_00246,High,Neutral
husky_train_00247,Low,Neutral
husky_train_00248,Low,Negative
husky_train_00249,Medium,Negative
husky_train_00250,High,Positive
husky_train_00251,Medium,Positive
husky_train_00252,Medium,Positive
husky_train_00253,Medium,Positive
husky_train_00254,Medium,Positive
husky_train_00255,Medium,Positive
husky_train_00256,Medium,Neutral
husky_train_00257,High,Positive
husky_train_00258,Low,Negative
husky_train_00259,High,Positive
husky_train_00260,Medium,Neutral
husky_train_00261,Medium,Neutral
husky_train_00262,High,Positive
husky_train_00263,Medium,Positive
husky_train_00264,Medium,Neutral
husky_train_00265,Low,Positive
husky_train_00266,Medium,Positive
husky_train_00267,Medium,Positive
husky_train_00268,Low,Neutral
husky_train_00269,Medium,Positive
husky_train_00270,Low,Positive
husky_train_00271,Medium,Neutral
husky_train_00272,Low,Neutral
husky_train_00273,Medium,Neutral
husky_train_00274,Medium,Positive
husky_train_00275,Medium,Neutral
husky_train_00276,Medium,Negative
husky_train_00277,Low,Neutral
husky_train_00278,Low,Negative
husky_train_00279,Low,Neutral
husky_train_00280,Medium,Positive
husky_train_00281,Medium,Positive
husky_train_00282,High,Positive
husky_train_00283,High,Negative
husky_train_00284,High,Positive
husky_train_00285,Medium,Neutral
husky_train_00286,Medium,Neutral
husky_train_00287,High,Neutral
husky_train_00288,Medium,Positive
husky_train_00289,Medium,Neutral
husky_train_00290,Medium,Negative
husky_train_00291,Medium,Positive
husky_train_00292,Medium,Positive
husky_train_00293,High,Positive
husky_train_00294,High,Positive
husky_train_00295,Low,Neutral
husky_train_00296,High,Neutral
husky_train_00297,Low,Negative
husky_train_00298,Low,Negative
husky_train_00299,High,Positive
husky_train_00300,Medium,Positive
husky_train_00301,Medium,Positive
husky_train_00302,Medium,Negative
husky_train_00303,Medium,Positive
husky_train_00304,Medium,Positive
husky_train_00305,High,Positive
husky_train_00306,Low,Neutral
husky_train_00307,Low,Neutral
husky_train_00308,Medium,Positive
husky_train_00309,Medium,Negative
husky_train_00310,Low,Positive
husky_train_00311,Medium,Negative
husky_train_00312,Medium,Neutral
husky_train_00313,Medium,Positive
husky_train_00314,High,Positive
husky_train_00315,Medium,Positive
husky_train_00316,Medium,Negative
husky_train_00317,Medium,Positive
husky_train_00318,Low,Positive
husky_train_00319,High,Positive
husky_train_00320,High,Positive
husky_train_00321,Low,Positive
husky_train_00322,Medium,Negative
husky_train_00323,High,Positive
husky_train_00324,Low,Positive
husky_train_00325,Low,Negative
husky_train_00326,Medium,Positive
husky_train_00327,High,Positive
husky_train_00328,Medium,Positive
husky_train_00329,High,Positive
husky_train_00330,High,Positive
husky_train_00331,High,Positive
husky_train_00332,Medium,Negative
husky_train_00333,High,Negative
husky_train_00334,High,Positive
husky_train_00335,Medium,Neutral
husky_train_00336,High,Negative
husky_train_00337,High,Positive
husky_train_00338,Medium,Neutral
husky_train_00339,Medium,Negative
husky_train_00340,High,Positive
husky_train_00341,Medium,Positive
husky_train_00342,Medium,Positive
husky_train_00343,High,Positive
husky_train_00344,Medium,Neutral
husky_train_00345,High,Negative
husky_train_00346,High,Positive
husky_train_00347,High,Neutral
husky_train_00348,High,Positive
husky_train_00349,Low,Neutral
husky_train_00350,Medium,Neutral
husky_train_00351,High,Negative
husky_train_00352,High,Positive
husky_train_00353,Medium,Neutral
husky_train_00354,Medium,Negative
husky_train_00355,High,Negative
husky_train_00356,High,Positive
husky_train_00357,Low,Neutral
husky_train_00358,Medium,Positive
husky_train_00359,High,Positive
husky_train_00360,High,Positive
husky_train_00361,High,Neutral
husky_train_00362,Medium,Positive
husky_train_00363,Medium,Negative
husky_train_00364,Medium,Positive
husky_train_00365,High,Neutral
husky_train_00366,High,Positive
husky_train_00367,Low,Neutral
husky_train_00368,Medium,Neutral
husky_train_00369,Medium,Positive
husky_train_00370,Medium,Positive
husky_train_00371,High,Positive
husky_train_00372,Low,Positive
husky_train_00373,Medium,Neutral
husky_train_00374,Medium,Positive
husky_train_00375,Medium,Positive
husky_train_00376,Medium,Positive
husky_train_00377,Medium,Negative
husky_train_00378,High,Negative
husky_train_00379,Low,Positive
husky_train_00380,Medium,Positive
husky_train_00381,Medium,Positive
husky_train_00382,High,Positive
husky_train_00383,Medium,Neutral
husky_train_00384,Medium,Positive
husky_train_00385,High,Neutral
husky_train_00386,Medium,Neutral
husky_train_00387,Medium,Neutral
husky_train_00388,Medium,Positive
husky_train_00389,Low,Positive
husky_train_00390,High,Negative
husky_train_00391,High,Positive
husky_train_00392,Low,Negative
husky_train_00393,Low,Negative
husky_train_00394,High,Negative
husky_train_00395,Medium,Negative
husky_train_00396,Medium,Negative
husky_train_00397,Low,Neutral
husky_train_00398,Medium,Neutral
husky_train_00399,Low,Neutral
husky_train_00400,Low,Neutral
husky_train_00401,Medium,Negative
husky_train_00402,High,Positive
husky_train_00403,Low,Negative
husky_train_00404,High,Neutral
husky_train_00405,Low,Negative
husky_train_00406,Low,Neutral
husky_train_00407,Medium,Neutral
husky_train_00408,Low,Negative
husky_train_00409,Medium,Positive
husky_train_00410,Medium,Positive
husky_train_00411,Medium,Positive
husky_train_00412,High,Neutral
husky_train_00413,High,Positive
husky_train_00414,Medium,Negative
husky_train_00415,High,Positive
husky_train_00416,Medium,Positive
husky_train_00417,Medium,Positive
husky_train_00418,High,Positive
husky_train_00419,Medium,Positive
husky_train_00420,High,Positive
husky_train_00421,Low,Positive
husky_train_00422,Medium,Neutral
husky_train_00423,Medium,Neutral
husky_train_00424,Medium,Neutral
husky_train_00425,Medium,Neutral
husky_train_00426,Medium,Neutral
husky_train_00427,Medium,Positive
husky_train_00428,High,Neutral
husky_train_00429,High,Neutral
husky_train_00430,Low,Negative
husky_train_00431,Medium,Neutral
husky_train_00432,High,Negative
husky_train_00433,Medium,Negative
husky_train_00434,Low,Neutral
husky_train_00435,Medium,Positive
husky_train_00436,High,Negative
husky_train_00437,High,Positive
husky_train_00438,Medium,Positive
husky_train_00439,Medium,Positive
husky_train_00440,Medium,Positive
husky_train_00441,Low,Neutral
husky_train_00442,Medium,Neutral
husky_train_00443,Low,Neutral
husky_train_00444,High,Positive
husky_train_00445,Low,Positive
husky_train_00446,Medium,Neutral
husky_train_00447,Medium,Positive
husky_train_00448,High,Positive
husky_train_00449,High,Negative
husky_train_00450,High,Negative
husky_train_00451,High,Negative
husky_train_00452,High,Negative
husky_train_00453,High,Negative
husky_train_00454,High,Negative
husky_train_00455,High,Negative
husky_train_00456,High,Negative
husky_train_00457,High,Negative
husky_train_00458,High,Negative
husky_train_00459,High,Negative
husky_train_00460,High,Neutral
husky_train_00461,High,Neutral
husky_train_00462,High,Neutral
husky_train_00463,High,Neutral
husky_train_00464,High,Neutral
husky_train_00465,High,Neutral
husky_train_00466,High,Neutral
husky_train_00467,High,Neutral
husky_train_00468,High,Neutral
husky_train_00469,High,Neutral
husky_train_00470,High,Neutral
husky_train_00471,Low,Negative
husky_train_00472,Low,Negative
husky_train_00473,Low,Negative
husky_train_00474,Low,Negative
husky_train_00475,Low,Negative
husky_train_00476,Low,Negative
husky_train_00477,Low,Negative
husky_train_00478,Low,Negative
husky_train_00479,Low,Negative
husky_train_00480,Low,Negative
husky_train_00481,Low,Negative
husky_train_00482,Low,Positive
husky_train_00483,Low,Positive
husky_train_00484,Low,Positive
husky_train_00485,Low,Positive
husky_train_00486,Low,Positive
husky_train_00487,Low,Positive
husky_train_00488,Low,Positive
husky_train_00489,Low,Positive
husky_train_00490,Low,Positive
husky_train_00491,Low,Positive
husky_train_00492,Low,Positive
husky_train_00493,Medium,Negative
husky_train_00494,Medium,Negative
husky_train_00495,Medium,Negative
husky_train_00496,Medium,Negative
husky_train_00497,Medium,Negative
husky_train_00498,Medium,Negative
husky_train_00499,Medium,Negative
husky_train_00500,Low,Negative
husky_train_00501,Low,Negative
husky_train_00502,Low,Negative
husky_train_00503,Low,Negative
husky_train_00504,Low,Negative
husky_train_00505,Low,Negative
husky_train_00506,Low,Negative
husky_train_00507,Low,Negative
husky_train_00508,Low,Negative
husky_train_00509,Low,Negative
husky_train_00510,Low,Negative
husky_train_00511,Low,Neutral
husky_train_00512,Low,Neutral
husky_train_00513,Low,Neutral
husky_train_00514,Low,Neutral
husky_train_00515,Low,Neutral
husky_train_00516,Low,Neutral
husky_train_00517,Low,Neutral
husky_train_00518,Low,Neutral
husky_train_00519,Low,Neutral
husky_train_00520,Low,Neutral
husky_train_00521,Low,Neutral
husky_train_00522,Low,Positive
husky_train_00523,Low,Positive
husky_train_00524,Low,Positive
husky_train_00525,Low,Positive
husky_train_00526,Low,Positive
husky_train_00527,Low,Positive
husky_train_00528,Low,Positive
husky_train_00529,Low,Positive
husky_train_00530,Low,Positive
husky_train_00531,Low,Positive
husky_train_00532,Low,Positive
husky_train_00533,Medium,Negative
husky_train_00534,Medium,Negative
husky_train_00535,Medium,Negative
husky_train_00536,Medium,Negative
husky_train_00537,Medium,Negative
husky_train_00538,Medium,Negative
husky_train_00539,Medium,Negative
husky_train_00540,Medium,Negative
husky_train_00541,Medium,Negative
husky_train_00542,Medium,Negative
husky_train_00543,Medium,Negative
husky_train_00544,Medium,Neutral
husky_train_00545,Medium,Neutral
husky_train_00546,Medium,Neutral
husky_train_00547,Medium,Neutral
husky_train_00548,Medium,Neutral
husky_train_00549,Medium,Neutral
husky_train_00550,Medium,Neutral
husky_train_00551,Medium,Neutral
husky_train_00552,Medium,Neutral
husky_train_00553,Medium,Neutral
husky_train_00554,Medium,Neutral
husky_train_00555,Medium,Positive
husky_train_00556,Medium,Positive
husky_train_00557,Medium,Positive
husky_train_00558,Medium,Positive
husky_train_00559,Medium,Positive
husky_train_00560,Medium,Positive
husky_train_00561,Medium,Positive
husky_train_00562,Medium,Positive
husky_train_00563,Medium,Positive
husky_train_00564,Medium,Positive
husky_train_00565,Medium,Positive
husky_train_00566,Medium,Positive
husky_train_00567,High,Negative
husky_train_00568,High,Negative
husky_train_00569,High,Negative
husky_train_00570,High,Negative
husky_train_00571,High,Negative
husky_train_00572,High,Negative
husky_train_00573,High,Negative
husky_train_00574,High,Negative
husky_train_00575,High,Negative
husky_train_00576,High,Negative
husky_train_00577,High,Negative
husky_train_00578,High,Neutral
husky_train_00579,High,Neutral
husky_train_00580,High,Neutral
husky_train_00581,High,Neutral
husky_train_00582,High,Neutral
husky_train_00583,High,Neutral
husky_train_00584,High,Neutral
husky_train_00585,High,Neutral
husky_train_00586,High,Neutral
husky_train_00587,High,Neutral
husky_train_00588,High,Neutral
husky_train_00589,High,Positive
husky_train_00590,High,Positive
husky_train_00591,High,Positive
husky_train_00592,High,Positive
husky_train_00593,High,Positive
husky_train_00594,High,Positive
husky_train_00595,High,Positive
husky_train_00596,High,Positive
husky_train_00597,High,Positive
husky_train_00598,High,Positive
husky_train_00599,High,Positive
