audio_id,arousal,valence
shiba_train_00345,Low,Neutral
shiba_train_00346,Medium,Positive
shiba_train_00347,Low,Negative
shiba_train_00348,Medium,Positive
shiba_train_00349,Low,Negative
shiba_train_00350,Medium,Negative
shiba_train_00351,Medium,Neutral
shiba_train_00352,Medium,Negative
shiba_train_00353,Low,Positive
shiba_train_00354,Low,Neutral
shiba_train_00355,High,Negative
shiba_train_00356,High,Positive
shiba_train_00357,Medium,Negative
shiba_train_00358,High,Negative
shiba_train_00359,High,Negative
shiba_train_00360,Medium,Positive
shiba_train_00361,High,Positive
shiba_train_00362,Low,Neutral
shiba_train_00363,Medium,Neutral
shiba_train_00364,Medium,Negative
shiba_train_00365,Medium,Negative
shiba_train_00366,Low,Negative
shiba_train_00367,Low,Positive
shiba_train_00368,High,Positive
shiba_train_00369,High,Positive
shiba_train_00370,High,Negative
shiba_train_00371,Low,Neutral
shiba_train_00372,Low,Negative
shiba_train_00373,Medium,Positive
shiba_train_00374,Low,Neutral
shiba_train_00375,Low,Neutral
shiba_train_00376,Low,Negative
shiba_train_00377,High,Positive
shiba_train_00378,Medium,Neutral
shiba_train_00379,Low,Negative
shiba_train_00380,Low,Negative
shiba_train_00381,Medium,Neutral
shiba_train_00382,Low,Positive
shiba_train_00383,Low,Neutral
shiba_train_00384,Low,Neutral
shiba_train_00385,Medium,Negative
shiba_train_00386,Low,Neutral
shiba_train_00387,High,Positive
shiba_train_00388,High,Negative
shiba_train_00389,High,Negative
shiba_train_00390,High,Negative
shiba_train_00391,Low,Negative
shiba_train_00392,High,Positive
shiba_train_00393,High,Negative
shiba_train_00394,Medium,Negative
shiba_train_00395,Medium,Neutral
shiba_train_00396,Medium,Neutral
shiba_train_00397,Low,Negative
shiba_train_00398,High,Negative
shiba_train_00399,High,Positive
shiba_train_00400,Low,Positive
shiba_train_00401,High,Negative
shiba_train_00402,Low,Negative
shiba_train_00403,Low,Neutral
shiba_train_00404,Medium,Neutral
shiba_train_00405,Medium,Negative
shiba_train_00406,High,Positive
shiba_train_00407,Low,Neutral
shiba_train_00408,Low,Neutral
shiba_train_00409,Medium,Positive
shiba_train_00410,High,Negative
shiba_train_00411,Low,Negative
shiba_train_00412,Low,Neutral
shiba_train_00413,High,Positive
shiba_train_00414,Low,Negative
shiba_train_00415,High,Positive
shiba_train_00416,Low,Positive
shiba_train_00417,High,Positive
shiba_train_00418,High,Negative
shiba_train_00419,Low,Neutral
shiba_train_00420,Medium,Neutral
shiba_train_00421,High,Positive
shiba_train_00422,Medium,Positive
shiba_train_00423,Medium,Positive
shiba_train_00424,Medium,Positive
shiba_train_00425,High,Negative
shiba_train_00426,Low,Neutral
shiba_train_00427,Medium,Positive
shiba_train_00428,Medium,Positive
shiba_train_00429,Medium,Positive
shiba_train_00430,Low,Neutral
shiba_train_00431,Low,Neutral
shiba_train_00432,Low,Positive
shiba_train_00433,Low,Neutral
shiba_train_00434,Low,Positive
shiba_train_00435,Medium,Positive
shiba_train_00436,Low,Neutral
shiba_train_00437,Low,Neutral
shiba_train_00438,Low,Neutral
shiba_train_00439,Medium,Positive
shiba_train_00440,High,Positive
shiba_train_00441,Medium,Positive
shiba_train_00442,Low,Neutral
shiba_train_00443,Low,Negative
shiba_train_00444,High,Neutral
shiba_train_00445,High,Neutral
shiba_train_00446,High,Neutral
shiba_train_00447,High,Neutral
shiba_train_00448,High,Neutral
shiba_train_00449,High,Neutral
shiba_train_00450,High,Neutral
shiba_train_00451,High,Neutral
shiba_train_00452,High,Neutral
shiba_train_00453,High,Neutral
shiba_train_00454,Low,Positive
shiba_train_00455,Low,Positive
shiba_train_00456,Low,Positive
shiba_train_00457,Low,Positive
shiba_train_00458,Low,Positive
shiba_train_00459,Low,Positive
shiba_train_00460,Low,Positive
shiba_train_00461,Low,Positive
shiba_train_00462,Low,Positive
shiba_train_00463,Low,Positive
shiba_train_00464,Low,Positive
shiba_train_00465,Medium,Negative
shiba_train_00466,Medium,Negative
shiba_train_00467,Medium,Negative
shiba_train_00468,Medium,Negative
shiba_train_00469,Medium,Negative
shiba_train_00470,Medium,Negative
shiba_train_00471,Medium,Negative
shiba_train_00472,Medium,Negative
shiba_train_00473,Medium,Negative
shiba_train_00474,Medium,Negative
shiba_train_00475,Medium,Negative
shiba_train_00476,Medium,Neutral
shiba_train_00477,Medium,Neutral
shiba_train_00478,Medium,Neutral
shiba_train_00479,Medium,Neutral
shiba_train_00480,Medium,Neutral
shiba_train_00481,Medium,Neutral
shiba_train_00482,Medium,Neutral
shiba_train_00483,Medium,Neutral
shiba_train_00484,Medium,Neutral
shiba_train_00485,Medium,Neutral
shiba_train_00486,Medium,Neutral
shiba_train_00487,High,Negative
shiba_train_00488,High,Negative
shiba_train_00489,High,Negative
shiba_train_00490,High,Negative
shiba_train_00491,High,Negative
shiba_train_00492,High,Negative
shiba_train_00493,High,Negative
shiba_train_00494,High,Negative
shiba_train_00495,High,Negative
shiba_train_00496,High,Negative
shiba_train_00497,High,Negative
shiba_train_00498,Low,Negative
shiba_train_00499,Low,Negative
shiba_train_00500,Low,Negative
shiba_train_00501,Low,Negative
shiba_train_00502,Low,Negative
shiba_train_00503,Low,Negative
shiba_train_00504,Low,Negative
shiba_train_00505,Low,Negative
shiba_train_00506,Low,Negative
shiba_train_00507,Low,Negative
shiba_train_00508,Low,Negative
shiba_train_00509,Low,Negative
shiba_train_00510,Low,Negative
shiba_train_00511,Low,Neutral
shiba_train_00512,Low,Neutral
shiba_train_00513,Low,Neutral
shiba_train_00514,Low,Neutral
shiba_train_00515,Low,Neutral
shiba_train_00516,Low,Neutral
shiba_train_00517,Low,Neutral
shiba_train_00518,Low,Neutral
shiba_train_00519,Low,Neutral
shiba_train_00520,Low,Neutral
shiba_train_00521,Low,Neutral
shiba_train_00522,Low,Neutral
shiba_train_00523,Low,Positive
shiba_train_00524,Low,Positive
shiba_train_00525,Low,Positive
shiba_train_00526,Low,Positive
shiba_train_00527,Low,Positive
shiba_train_00528,Low,Positive
shiba_train_00529,Low,Positive
shiba_train_00530,Low,Positive
shiba_train_00531,Low,Positive
shiba_train_00532,Low,Positive
shiba_train_00533,Low,Positive
shiba_train_00534,Medium,Negative
shiba_train_00535,Medium,Negative
shiba_train_00536,Medium,Negative
shiba_train_00537,Medium,Negative
shiba_train_00538,Medium,Negative
shiba_train_00539,Medium,Negative
shiba_train_00540,Medium,Negative
shiba_train_00541,Medium,Negative
shiba_train_00542,Medium,Negative
shiba_train_00543,Medium,Negative
shiba_train_00544,Medium,Negative
shiba_train_00545,Medium,Neutral
shiba_train_00546,Medium,Neutral
shiba_train_00547,Medium,Neutral
shiba_train_00548,Medium,Neutral
shiba_train_00549,Medium,Neutral
shiba_train_00550,Medium,Neutral
shiba_train_00551,Medium,Neutral
shiba_train_00552,Medium,Neutral
shiba_train_00553,Medium,Neutral
shiba_train_00554,Medium,Neutral
shiba_train_00555,Medium,Neutral
shiba_train_00556,Medium,Positive
shiba_train_00557,Medium,Positive
shiba_train_00558,Medium,Positive
shiba_train_00559,Medium,Positive
shiba_train_00560,Medium,Positive
shiba_train_00561,Medium,Positive
shiba_train_00562,Medium,Positive
shiba_train_00563,Medium,Positive
shiba_train_00564,Medium,Positive
shiba_train_00565,Medium,Positive
shiba_train_00566,Medium,Positive
shiba_train_00567,High,Negative
shiba_train_00568,High,Negative
shiba_train_00569,High,Negative
shiba_train_00570,High,Negative
shiba_train_00571,High,Negative
shiba_train_00572,High,Negative
shiba_train_00573,High,Negative
shiba_train_00574,High,Negative
shiba_train_00575,High,Negative
shiba_train_00576,High,Negative
shiba_train_00577,High,Negative
shiba_train_00578,High,Neutral
shiba_train_00579,High,Neutral
shiba_train_00580,High,Neutral
shiba_train_00581,High,Neutral
shiba_train_00582,High,Neutral
shiba_train_00583,High,Neutral
shiba_train_00584,High,Neutral
shiba_train_00585,High,Neutral
shiba_train_00586,High,Neutral
shiba_train_00587,High,Neutral
shiba_train_00588,High,Neutral
shiba_train_00589,High,Positive
shiba_train_00590,High,Positive
shiba_train_00591,High,Positive
shiba_train_00592,High,Positive
shiba_train_00593,High,Positive
shiba_train_00594,High,Positive
shiba_train_00595,High,Positive
shiba_train_00596,High,Positive
shiba_train_00597,High,Positive
shiba_train_00598,High,Positive
shiba_train_00599,High,Positive
